,price,resid_area,air_qual,room_num,age,techers,poor_prop,airport,n_hos_beds,n_hot_rooms,rainfall,parks,avg_dist,Sold,waterbody_Lake and River,waterbody_None,waterbody_River
0,0.1603761596413756,-1.2879094989577446,-0.14421743255530411,0.5151259415950485,-0.12001341619804987,1.4590003802772007,-1.0755623045678657,0.9020089088720731,-1.653421166804615,-0.35339768182190634,-1.2944081606088746,-0.4807630617975092,-0.9128709291752769,0.13898633647422454,0,0,1
1,-0.10125845651725822,-0.5933810131002402,-0.7402622069004932,0.25631081094620073,0.36716641853177445,0.30309414801649986,-0.492439365735295,-1.108636500331755,-0.3879539071367277,-0.16599956466895344,0.2254306347127817,-0.7821828558278779,1.0954451150103321,0.5572816400699239,0,0,0
2,1.3268304900152859,-0.5933810131002402,-0.7402622069004932,1.5403027578015236,-0.2658117608982163,0.30309414801649986,-1.208727398772419,-1.108636500331755,-0.3455894524394231,16.82883914457567,-0.09453542746019857,-0.8181146916300319,-0.9128709291752769,0.5572816400699239,0,1,0
3,1.1851117395960253,-1.3068777139076349,-0.8352838375932047,1.2260272420136362,-0.8098885106329836,-0.11303209559735179,-1.3615168226492227,0.9020089088720731,0.9349103556694423,-0.3390294738183356,0.4654051813425169,-0.6875709628245235,-0.9128709291752769,1.0789624306338785,0,0,0
4,1.490352125114432,-1.3068777139076349,-0.8352838375932047,1.4764392840050555,-0.5111797068570327,-0.11303209559735179,-1.0265014803872408,-1.108636500331755,0.6315261962242259,-0.3347495820725913,1.2653203367749677,-1.4102797094438606,-0.9128709291752769,1.0777740917032088,0,0,0
5,0.6727439496187004,-1.3068777139076349,-0.8352838375932047,0.27143637052957403,-0.3511571334056307,-0.11303209559735179,-1.0433223343920266,0.9020089088720731,-0.4959149368492157,0.22698620955636592,1.1053373056884774,-0.8043996317178732,1.0954451150103321,1.0765857527725393,0,1,0
6,0.04046029390200155,-0.4766535364855338,-0.26515405343693593,-0.43106184123158364,-0.07022861556872506,1.5052366295676294,-0.03126761843742067,0.9020089088720731,-0.6435072306333754,-0.16401247207271516,0.14543911916953664,-0.21503070453625536,1.0954451150103321,0.8389179666386188,0,0,1
7,-0.04675124481754281,-0.4766535364855338,-0.26515405343693593,-0.16216300419381924,0.978808254834911,1.5052366295676294,0.910700205830578,-1.108636500331755,-1.406067415184866,-0.16523529828578487,1.3453118523182126,0.2467472408630411,1.0954451150103321,1.0242988398230768,0,0,0
8,-0.6572320158543556,-0.4766535364855338,-0.26515405343693593,-1.07137719692776,1.1174944851594597,1.5052366295676294,2.4217735905938262,0.9020089088720731,-1.3459372214209495,-0.17379508177727382,1.2653203367749677,0.17402949066562234,-0.9128709291752769,1.0872808031485652,0,1,0
9,-0.3955973996957218,-0.4766535364855338,-0.26515405343693593,-0.44450678308347336,0.6160904216783999,1.5052366295676294,0.6233439499154895,0.9020089088720731,1.0784028635151535,0.21200658844626033,0.4654051813425169,-0.35084878288987753,-0.9128709291752769,1.3285136060744944,0,0,1
10,-0.8207536509535018,-0.4766535364855338,-0.26515405343693593,0.18236363076081624,0.9147992254543502,1.5052366295676294,1.0929261242157564,-1.108636500331755,-1.298106385472379,-0.3671544767189422,-0.8144590673494042,0.3126819764490072,1.0954451150103321,1.2132447297995432,0,0,0
11,-0.3955973996957218,-0.4766535364855338,-0.26515405343693593,-0.4361036944260434,0.5094087060441319,1.5052366295676294,0.08647835959607916,-1.108636500331755,0.9417433322335236,0.02093999265409799,-1.2944081606088746,0.07367271407443002,1.0954451150103321,1.155016122196733,1,0,0
12,-0.09035701417731537,-0.4766535364855338,-0.26515405343693593,-0.6377778222043667,-1.051700399403991,1.5052366295676294,0.4285023910267218,0.9020089088720731,-1.6165230933585755,-0.5479799029766445,1.4253033678614577,0.27954218306703776,1.0954451150103321,0.7878193926198256,1,0,0
13,-0.23207576459657553,-0.4372580131280699,-0.14421743255530411,-0.5369407583152043,-0.24091936058355387,-1.176465829277197,-0.6157922951037235,0.9020089088720731,-1.360969769861929,0.2142993875957664,-0.014543911916953494,-0.09320334109045154,-0.9128709291752769,0.4336943912802851,0,1,0
14,-0.4719074960753233,-0.4372580131280699,-0.14421743255530411,-0.2898899517867581,0.5663056210490747,-1.176465829277197,-0.3354447283572953,-1.108636500331755,-0.6394074446949264,0.019870019717662,0.7853712435154971,0.5110322211081467,-0.9128709291752769,0.31842551500533395,0,1,0
15,-0.2865829762962909,-0.4372580131280699,-0.14421743255530411,-0.7302117974360977,-0.42939039153742736,-1.176465829277197,-0.5863558005953484,0.9020089088720731,0.4087711602351699,0.21353512121259782,-0.8944505828926492,0.4986643685005989,-0.9128709291752769,0.3338739211040387,0,0,1
